Username,Create time,teks
NarasiNewsroom,Sat Sep 21 02:06:32 +0000 2024,Lembaga Survei Indonesia (LSI) membuat survei untuk mengukur efek dukungan mantan Gubernur Jakarta Anies Baswedan terhadap elektabilitas pasangan calon di Pilkada Jakarta. | Narasi Daily https://t.co/H8Tti76MJB
NarasiNewsroom,Mon Mar 18 07:36:32 +0000 2024,Kejaksaan Agung (Kejagung) menerima 4 laporan dari Menteri Keuangan Sri Mulyani terkait dugaanÂ korupsi pemberian fasilitas dari Lembaga Pembiayaan Ekspor Indonesia (LPEI). Dugaan kasus korupsi ini didapati dari hasil pemeriksaan yang dilakukan oleh Badan Pengawasan Keuangan dan https://t.co/JmQEc4xl6Z
NarasiNewsroom,Thu Sep 15 06:18:14 +0000 2022,Dulu waktu dipimpin Presiden Soekarno krisis keuangan sampai minjem uang rakyat. Sekarang nggak krisis keuangan aja masih ada yang minjem uang rakyat alias *isi sendiri* Untungnya diganti ya~ | Narasi Daily https://t.co/DspglW42RC
NarasiNewsroom,Thu Sep 19 12:05:33 +0000 2024,Melalui rapat paripurna pemerintah dan DPR menyetujui revisi terhadap tiga undang-undang. Ketiga RUU itu merupakan usul inisiatif DPR. Di antaranya RUU Kementerian Negara RUU Dewan Pertimbangan Presiden (Wantimpres) dan RUU Keimigrasian. Ketiga RUU itu menuai kritikan https://t.co/dmGYm0EVwb
NarasiNewsroom,Wed Nov 13 05:05:26 +0000 2019,Menteri Pertahanan Prabowo Subianto dicecar soal anggaran saat rapat perdana di DPR. Prabowo menolak membeberkan anggaran secara terbuka. #NarasiFlash #NarasiNewsroom #NarasiTV #MataNajwa https://t.co/dyzXeKqbJX
NarasiNewsroom,Wed Mar 20 03:03:32 +0000 2024,Menteri Keuangan (Menkeu) Sri Mulyani Indrawati mendapatkan beragam pertanyaan soal anggaran program makan siang gratis dalam rapat kerja Kementerian Keuangan dengan Komisi XI DPR RI Selasa (19/3/2024). Dan ini jawaban Sri Mulyani. | Narasi Daily https://t.co/KwS5YUM4zo
NarasiNewsroom,Wed Aug 04 08:15:46 +0000 2021,Ngecat pesawat senilai Rp2 1 miliar. Kalau duitnya buat beli beras atau beli mie instan dan dibagi-bagi ke orang yang membutuhkan kira-kira dapat berapa banyak ya? https://t.co/WRszHXSpMI
NarasiNewsroom,Sun Sep 22 03:22:03 +0000 2024,Pakar hukum tata negara dari Universitas Andalas Feri Amsari memandang revisi UU Dewan Pertimbangan Presiden (Wantimpres) dan UU Kementerian Negara hanya mengakomodir pembagian kue politik. Menurutnya hal itu tercermin dari sejumlah indikator seperti minimnya partisipasi https://t.co/nJ5YmAcGfW
NarasiNewsroom,Fri Dec 08 11:31:18 +0000 2023,Bawaslu Kaji Dugaan Pelanggaran dalam Video Kader PAN Joget Kampanye di Kantor Kemendag Zulkfili Hasan Bawaslu menegaskan tidak boleh menggunakan kantor pemerintahan untuk kegiatan politik karena telah diatur dalam UU No. 17/2017 tentang Pemilu. https://t.co/MzKD37OFlT
NarasiNewsroom,Wed Sep 14 06:56:20 +0000 2022, ... Gak usah takut kita. Kalian gak usah takut. Komisi I itu tidak berpengaruh. Jadi kerjanya hanya minta. Komisi I itu banyak yang bagus semuanya bagus kecuali dia Effendi Simbolon yang lainnya tidak ada. Kok serem ya https://t.co/XVZekemkvu #EffendiSimbolon
NarasiNewsroom,Sat Mar 28 01:07:25 +0000 2020,Memperluas jangkauan rapid test COVID-19 telah terbukti efektif di Korea Selatan. Belajar dari negara ini tes massal yang diperintahkan Presiden Jokowi diharapkan dapat mencegah penularan dan mengurangi angka kematian. #dirumahaja #Narasinewsroom #COVID19
NarasiNewsroom,Mon Dec 19 08:18:26 +0000 2022,Selama 32 tahun berkuasa Soeharto tak hanya dikenal sebagai pemimpin otoriter tapi juga penguasa yang licin memupuk kekayaan. | Narasi Explains https://t.co/MNeHRF6WXP
NarasiNewsroom,Mon Feb 24 05:36:32 +0000 2025,Ini disampaikan Presiden Prabowo Subianto dalam pidato peluncuran Badan Pengelola Investasi (BPI) Danantara Indonesia di Istana Merdeka Jakarta Senin (24/2/2025). Prabowo menjelaskan gelombang pertama investasi Danantara senilai US$20 miliar atau sekitar Rp327 triliun akan https://t.co/OzcomrbaTx
NarasiNewsroom,Fri Jun 21 09:41:58 +0000 2024,Kira-kira aku bisa ikutan gak yah Pemerintah berencana membentuk Family Office untuk para orang kaya. Rencana ini disampaikan oleh Menteri Koordinator Maritim dan Investasi Luhut Binsar Pandjaitan kepada Presiden Jokowi. Saya bilang sama Pak Jokowi Pak Family Office itu https://t.co/0Pt6zaRKmm
NarasiNewsroom,Sun Sep 08 02:40:48 +0000 2024,Jelang akhir masa pemerintahan Presiden Joko Widodo perekonomian Indonesia menghadapi sejumlah ancaman serius. Mulai dari menyusutnya jumlah kelas menengah sampai maraknya PHK. | Narasi Daily https://t.co/mxB1Ce3bhi
NarasiNewsroom,Sat Nov 02 12:58:29 +0000 2024,Kepolisian pas bikin pengadaan barang: Biayanya bengkak proses tendernya yang janggal dan misterius sampe mencatut nama sopir taksi online juga. Padahal ia tau juga enggak katanya. Kenapa gini ya? Coba kamu tonton laporan lengkapnya di https://t.co/KzajFym1eW | Buka Mata https://t.co/91awzezlVR
NarasiNewsroom,Mon Oct 05 12:52:33 +0000 2020,Rancangan Undang Undang (RUU) Cipta Kerja akhirnya disahkan menjadi undang-undang dalam rapat paripurna Senin (5/10/2020) sore. Meski banyak kalangan masyarakat yang menolak namun tujuh dari 9 fraksi di DPR tetap menyetujui pengesahan tersebut. https://t.co/Zc0hPMhJoB #Narasi https://t.co/Dj4bwhKaE9
NarasiNewsroom,Sat Sep 10 06:30:04 +0000 2022,Masjid ini punya anggaran pembangunan yang fantastis Rp39 9 miliar. Pada 24 Juni 2022 Menko Perekonomian Airlangga Hartarto meresmikannya. Baru 2 bulan lebih beroperasi sudah kayak gini? | Narasi Daily https://t.co/5u6N8oZMvD
NarasiNewsroom,Wed Mar 20 07:41:05 +0000 2024,Momen ini terjadi dalam rapat di Komisi VIII DPR Selasa (19/3/2024). Sejumlah anggota dewan mempertanyakan soal 'bombardir' paket bansos (bantuan sosial) menjelang pemungutan suara Pilpres 2024. Menteri Sosial Tri Rismaharini menjelaskan bahwa Kemensos diberi amanat untuk https://t.co/7NwzdxEdsm
NarasiNewsroom,Fri Dec 09 08:46:15 +0000 2022,Korupsi itu kejahatan yang serius tapi di RKUHP hukumannya malah dikurangi jadi minimal dua tahun yang semula empat tahun. Bingung gak seh? | Narasi Daily https://t.co/kzWke0NotT
NarasiNewsroom,Wed Feb 26 02:31:59 +0000 2025,Menteri Dalam Negeri Tito Karnavian mengatakan telah berkomunikasi dengan pemerintah daerah yang akan melaksanakan pemungutan suara ulang (PSU) menyusul putusan Mahkamah Konstitusi (MK) terkait sengketa Pilkada serentak 2024. Kata Tito hal itu dilakukan untuk memastikan https://t.co/PXlZbDgPPu
NarasiNewsroom,Tue Apr 19 10:28:42 +0000 2022,Kejaksaan Agung menetapkan empat tersangka kasus tindak pidana korupsi yang mengakibatkan kelangkaan minyak goreng di dalam negeri pada akhir 2021 (19/4/2022). Para tersangka merupakan pejabat Kemendag dan pelaku sektor usaha di minyak goreng. | Narasi Daily https://t.co/MnCAAZ4eZe
NarasiNewsroom,Fri Feb 28 09:23:34 +0000 2020,Salah satu cara Gubernur DKI Jakarta @aniesbaswedan mengatasi banjir di Ibu Kota adalah memperbanyak sumur resapan atau drainase vertikal. Saat kampanye pada Pilkada Jakarta 2 tahun yang lalu Anies menjelaskan sumur resapan dibuat untuk memasukkan air hujan ke dalam tanah. https://t.co/2MHUHHh3mw
NarasiNewsroom,Tue Mar 29 12:17:37 +0000 2022,Sekadar saran aja nih bapak-ibu dewan yang terhormat biar uang kami bisa agak dihemat pakenya | Narasi Daily https://t.co/7CWGgBQzVP
NarasiNewsroom,Fri May 01 02:28:48 +0000 2020,Krisis pangan di depan mata Presiden Joko Widodo (@jokowi) pun memerintahkan kementerian BUMN untuk membuka lahan persawahan yang baru.â£ Menurut anggota Kelompok Kerja Dewan Ketahanan Pangan Pusat Khudori membuka persawahan yang baru butuh biaya besar dan waktu yang lama. https://t.co/IiLtpoDwE2
NarasiNewsroom,Tue Jul 30 12:33:14 +0000 2024,Mahasiswa dari Aliansi Badan Eksekutif Mahasiswa Seluruh Indonesia (BEM SI) menggelar aksi Pekan Reformasi di kawasan Patung Kuda Arjuna Wiwaha Jakarta Selasa (30/7/2024). Mereka menyoroti revisi UU TNI dan UU Polri yang tiba-tiba bergulir di DPR. Para mahasiswa khawatir https://t.co/KgE8USfcDj
NarasiNewsroom,Fri Nov 04 12:56:17 +0000 2022,Rakyat biasa kalau urusan sama yang katanya ((oknum)) emang bertele-tele dan lambat gini ya? Sampai harus bikin surat ke Presiden Jokowi Hadeh~ https://t.co/EXu31ekBb1
NarasiNewsroom,Thu Dec 01 04:12:55 +0000 2022,Enak bener yha punya jabatan kuasa dan uang bisa titap titip seenaknya. Coba gimana perlakuannya ke orang-orang miskin?? Hadeehhhh Padahal katanya bercita-cita buat ((mencerdaskan kehidupan bangsa)) https://t.co/aFf7H81llD
NarasiNewsroom,Mon Oct 17 10:42:48 +0000 2022,Ferdy kemudian memberikan amplop putih berisi uang dolar kepada mereka bertiga. Ricky dan Kuat masing-masing diberi uang setara Rp500 juta. Sedangkan Richard diberi uang dolar setara Rp1 miliar. Namun uang itu diambil kembali dan akan diberikan apabila kondisi sudah aman.
NarasiNewsroom,Thu Jan 23 12:22:48 +0000 2025,Komisi Pemberantasan Korupsi (KPK) merilis Laporan Kekayaan Penyelenggara Negara (LHKPN) menteri Kabinet Merah Putih. Siapa menteri yang hartanya paling banyak? Siapa pula yang hartanya paling sedikit? | Narasi Daily https://t.co/mZOt8djwLe
NarasiNewsroom,Mon Feb 17 11:52:37 +0000 2025,Badan Eksekutif Mahasiswa Seluruh Indonesia (BEM SI) menggelar demonstrasi 'Indonesia Gelap' Senin (17/2/2025). Para mahasiswa dari berbagai universitas ini menuntut lima hal terkait kebijakan pemerintahan Prabowo Subianto-Gibran Rakabuming Raka. Adapun lima tuntutan BEM SI https://t.co/0Y7KpXuIRA
NarasiNewsroom,Fri Jan 10 07:38:53 +0000 2025,Ketua Dewan Ekonomi Nasional (DEN) Luhut Binsar Pandjaitan mengungkapkan rencana pemerintah untuk meningkatkan kepatuhanÂ pajak melalui sistem digitalisasi dan integrasi data. Nantinya warga yang tak memenuhi kewajiban pajak bakal kesulitan mengurus dokumen penting seperti https://t.co/IC2xkKvDUk
NarasiNewsroom,Thu Oct 10 04:07:46 +0000 2024,Padahal selama ini ada uang perawatan rumah dinas anggota DPR yang jumlahnya mencapai 23 6 miliar pertahun. Pertanyaannya ke mana uang perawatan itu? | Narasi Daily https://t.co/vHVGQoPznu
NarasiNewsroom,Wed Aug 21 11:13:27 +0000 2024,Pernyataan itu disampaikan anggota Baleg DPR RI dari fraksi Partai Gerindra Habiburokhman saat menyampaikan pandangan partai dalam rapat pengambilan keputusan terkait RUU Pilkada di Kompleks Parlemen Jakarta Pusat Rabu (21/8/2024). Habiburokhman bilang pembahasan RUU https://t.co/LXlVuvBXBC
NarasiNewsroom,Mon Apr 01 11:58:40 +0000 2024,Ada enggak sih hubungan antara pemberian bansos dengan hasil suara pemilihan Presiden? Ini paparan data dari Ekonom UI Vid Adrison dan Ekonom Senior Faisal Basri si Sidang Sengketa Pilpres 2024. #SuaraPenentu | Narasi Daily https://t.co/ijZ15PSXnp
NarasiNewsroom,Sat Feb 03 08:45:48 +0000 2024,Civitas Akademika Universitas Padjadjaran (Unpad) membuat petisi Seruan Padjajaran Sabtu (3/2/2024). Lewat petisi itu mereka mengkritik pemerintahan Presiden Joko Widodo (Jokowi). Ada 7 poin tuntutan yang mereka sampaikan lewat petisi ini. Pertama pelaksanaan demokrasi harus https://t.co/bpO0WvIkyl
NarasiNewsroom,Fri Apr 03 11:09:38 +0000 2020,Menkumham Yasonna H. Laoly lagi-lagi memantik kontroversi. Kali ini ia berencana bebaskan 300 napi korupsi berusia di atas 60 tahun dengan alasan pandemi COVID-19.â£ â£ #dirumahaja #Narasinewsroom #COVID19Pandemic https://t.co/J2iFmUorQF
NarasiNewsroom,Sat Oct 26 04:03:03 +0000 2024,Uang tunai senilai hampir Rp1 triliun itu terdiri dari berbagai jenis mata uang yaitu 74.494.427 dolar Singapura 1.897.362 dolar AS 483.320 dolar Hong Kong 71.200 euro dan mata uang rupiah sejumlah 5.725.075.000. Selain uang Kejagung juga menyita logam mulia emas yang https://t.co/lseETSfxuz
NarasiNewsroom,Wed Jun 19 13:07:36 +0000 2024,Hal itu disampaikan Guru Besar Antropologi Hukum Universitas Indonesia Prof. Sulistyowati Irianto dalam diskusi publik Hukum Sebagai Senjata Politik Rabu (19/6/2024). Ia juga menyinggung independensi pengadilan tinggi seperti Mahkamah Konstitusi dan Mahkamah Agung. Kita https://t.co/dghEPeujMe
NarasiNewsroom,Fri Oct 25 06:48:17 +0000 2024,Pembekalan jajaran Kabinet Merah Putih mulai berlangsung pada Jumat (25/10/2024) pagi dengan agenda pertama baris-berbaris. Kegiatan ini dipimpin oleh para pelatih dari Akademi Militer Magelang. Setelah berolahraga selama 30 menit peserta dibagi ke dalam 5 kelompok dengan https://t.co/PP4Y3byNWf
NarasiNewsroom,Fri Dec 16 02:08:04 +0000 2022,Itu seriusan subsidi sampe Rp80 juta buat orang yang bisa beli mobil? Bisa dialihakan buat transportasi umum atau yang lebih urgent enggak sih? Informasi lainnya tonton #NarasiPagi di https://t.co/DVdWoWxwdc | Narasi Pagi https://t.co/q6txbFKf2f
NarasiNewsroom,Thu Sep 26 02:54:10 +0000 2024,Ini program-program Presiden Jokowi yang dianggap berhasil. Cek deh menurut kamu gimana? | Narasi Daily https://t.co/lWF0DGLaRo
NarasiNewsroom,Wed Sep 18 10:15:12 +0000 2024,Nah ini penerapan kabinet zaken di pemerintahan. https://t.co/8TRayzanss
NarasiNewsroom,Sat Mar 01 05:05:05 +0000 2025,Presiden Prabowo Subianto menginstruksikan jajaran pemerintah termasuk Menteri Perhubungan dan Menteri Pekerjaan Umum untuk memastikan kelancaran fasilitas transportasi dan pelayanan publik selama arus mudik Lebaran. Dalam konferensi pers di Lanud Halim Perdanakusuma Jakarta https://t.co/MNvA3xlfKE
NarasiNewsroom,Tue Feb 04 09:42:57 +0000 2025,Protes ini terjadi saat Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia meninjau Pangkalan Gas Elpiji 3 kg di Kota Tangerang Banten Selasa (4/2/2025). Salah satu warga Effendi meluapkan emosinya karena merasa kebijakan pemerintah semakin menyulitkan rakyat https://t.co/SAHCeQdLk2
NarasiNewsroom,Wed Nov 25 00:51:47 +0000 2020,Komisi Pemberantasan Korupsi (KPK) dikabarkan tangkap Menteri Kelautan dan Perikanan Edhy Prabowo pada Rabu dinihari (25/11/20) di Bandara Soekarno Hatta. Edhy ditangkap atas dugaan korupsi ekspor benur atau benih lobster. #NarasiNewsroom https://t.co/GegZIeBJl5
daffariizqy,Thu Feb 20 05:56:09 +0000 2025,peringatan darurat Indonesia Cemas di yudisium wisuda FH UI #IndonesiaGelap #PeringatanDarurat https://t.co/kGhO80wNhp
_literaryboy,Wed Feb 19 12:42:32 +0000 2025,Jika kita tak membalas pemerintah yang menindas kita maka kita telah melakukan kejahatan kepada Indonesia! Menatap Indonesia puisi yg saya tulis sampe ga tidur karena diminta seorang teman untuk membacakan puisi pada Aksi Peringatan Darurat #IndonesiaGelap di gedung DPR RI https://t.co/lFRRfF9Lxl
kenmangantuk,Tue Feb 25 12:56:15 +0000 2025,sampurasun! â€ï¸ saat ini saya tengah membutuhkan responden untuk keperluan skripsi saya yang berkaitan dengan isu Peringatan Darurat pada Agustus 2024 lalu saya harapkan kesediaan saudara/i untuk membantu mengisi kuesioner terima kasih atas waktu dan kesediannya https://t.co/gWRen4rirF
ailmentz,Wed Feb 19 09:37:21 +0000 2025,Peringatan darurat dibilang kata kata lucu??!?!? Emang otak voters 02 tuh kesumpel tai ya?????? Tolol bgt anjinggggg memekkk https://t.co/ZdppX64z2j
kabarberbisik,Thu Feb 20 18:45:19 +0000 2025,ini kenapa kek deg2an gitu ya yg kali ini apa karena jumlah peserta di grup 2x lipat dari jumlah peserta peringatan darurat agustus kemarin? apa karena ini terkesan lebih serius dengan berangkat nyubuh? god bismillah private dulu takut dibaca sama 1312
isninkhamiss,Tue Feb 18 01:34:37 +0000 2025,Indonesian youth truly good at resistance branding. Indonesia gelap and peringatan darurat is banger
gordenkembang,Tue Feb 18 08:33:46 +0000 2025,@kumparan 100 hari aja udah bikin logo peringatan darurat 3x ganti warna udah mikir mau nyalon 2029 yg baek yg mana pak? Bapak mah enak napak tanah ga pak? Pendidikan gmn? Kesehatan?
starfess,Fri Feb 21 01:55:09 +0000 2025,-star .Feast semalem manggung dgn menyertakan visual #.IndonesiaGelap &amp; Peringatan Darurat Semangat utk yg turun ke jalan hari ini! Stay safe &amp; stay vigilant! Panjang umur perjuangan https://t.co/mJXTQiTQ3q
weltpyang,Wed Feb 26 12:25:13 +0000 2025,@pompomfess Cocok aja sih. soalnya vibesnya Mydei emang aktivis pragib haters rambut gondrong sebat sambil bahas teori kiri Tan Malaka dan kalau demo selalu orasi Ini lc-nya juga terinspirasi dari demo 'peringatan darurat' kemarin keknya https://t.co/sUQjIg5z2Y
tempodotco,Wed Feb 19 15:18:25 +0000 2025,Sejumlah Tagar Viral Iringi Aksi Demonstrasi: Tagar Peringatan Darurat Adili Jokowi hingga Indonesia Gelap https://t.co/nly3H91s5s
daisyxbloom,Thu Feb 20 01:03:43 +0000 2025,Inget bgt pas peringatan darurat yg pertama dia dikatain fomo sm masalah Indo krn katanya pasarnya di sini padahal dia ngobrol panjang sama Baskara. Some people don't realize that a little help like this matters. Thank you always Abang.
convomf,Wed Feb 19 04:00:12 +0000 2025, ini selain sheila dara ada lagi kah artis/influencer yg udah speak up soal Danantara dan situasi skrg? Oh iya jgn lupa tetep ribut di ig atau tiktok jg ya gaiss biar berisiknya ga cuma di sini aja. Kita bikin isu ini berisik ky pas Peringatan Darurat kemarin https://t.co/zAu7g8zhoh
cocialist,Thu Feb 20 13:59:25 +0000 2025,hmmm knp setiap ada peringatan darurat pasti ada berita ttg nikmir beserta anaknya
darkhustle__,Fri Feb 21 06:31:02 +0000 2025,Stay safe dan panjang umur perjuangan teman teman yang aksi hari ini Maaf saya hanya bisa online badan saya tidak fit. #IndonesiaGelap #DarkIndonesia Footage demo peringatan darurat kemarin tiba tiba ketemu orang sedulur wkwkwkw https://t.co/cpo9O2Nuhm
CorneliusCnl,Fri Feb 21 12:31:39 +0000 2025,@gak_makasih Ini bukannya kampus yang dulu pernah diserang juga ya waktu demo Peringatan Darurat klo ga salah?
bubblecuddlebae,Wed Feb 26 07:22:26 +0000 2025,gue punya ide bikin video demo kemarin terus footage nya banyak biru dari foto peringatan darurat terus lagunya Paint the town blue dari ashnikko karena lirik dan movie nya juga tentang demo against pemerintah yg dzalim anyone please make this a reality 
postbrutalisme,Mon Feb 24 13:18:34 +0000 2025,@firabersafari Waktu pas mau berangkat aksi peringatan darurat https://t.co/qTWeeZo72b
feypacarhan,Tue Feb 18 01:46:13 +0000 2025,PERINGATAN DARURAT #IndonesiaGelap
sayangiynqing,Mon Feb 24 00:53:50 +0000 2025,Wkwkkwkwk 0 bintang tower merah https://t.co/ibyZlvoNxx
sankge,Tue Feb 18 13:44:03 +0000 2025,Peringatan darurat in a different font. https://t.co/SjWiKiwy1M
jengsix,Thu Feb 20 00:59:14 +0000 2025,Guys jangan suruh jae buat ikut bela negara kita ya. Sebelumnya memang hebat banget berani ikut post tentang peringatan darurat dulu waktu biru resistensi. Tapi ini bukan kewajiban nya. Yg wajib kita yang harus tetap keras bersuara sampai menang
purnomowardoyo,Tue Feb 18 06:14:47 +0000 2025,Indonesia GELAP? Peringatan Darurat warna merah dan hitam? https://t.co/5Hd6ELFDxq
gLn_07L,Sun Feb 23 01:12:58 +0000 2025,Saran nih kalo pesan SMS blast peringatan darurat kayak gini tuh suara notifikasinya dibuat khusus bisa gasi dan juga bentuk notifikasinya itu pop up biar berbeda dengan SMS iklan operator yang amat sangat meresahkan karena nyepam itu. @infoBMKG @kemkomdigi https://t.co/KUI2otas30
jesousu,Sat Feb 22 12:06:51 +0000 2025,Peringatan Darurat #IndonesiaGelap https://t.co/aDj7WHpCcq
BaneMagnus,Thu Feb 20 23:40:25 +0000 2025,PERINGATAN DARURAT #IndonesiaGelap #DarkIndonesia #ArtistBersuara https://t.co/kFJe5Nm3d7
kurispi_crispy,Mon Feb 24 04:20:23 +0000 2025,Damn Akbar Rais. Waktu Ziko ikut turun demo peringatan darurat dia diceng-cengin sama fans drift disini
__Astari,Tue Feb 18 14:47:31 +0000 2025,Gw ga pernah2nya bikin WA story. Kecuali setiap peringatan darurat begini sama pas mau pemilu kalo ga salah 
BaneMagnus,Tue Feb 18 09:46:49 +0000 2025,PERINGATAN DARURAT â€¼ï¸ Calling all the Indonesian citizens! ðŸ‡®ðŸ‡© #SampaiMenang #IndonesiaGelap https://t.co/BexUserFFR
KrispyWater5,Tue Feb 25 12:06:55 +0000 2025,Peringatan Darurat finally did something. It's over for nothinghappened bros
glowmo0ns,Wed Feb 19 09:00:00 +0000 2025,Sumpah nyari video edit yang waktu itu videonya demo pas peringatan darurat pertama yang pake lagu crowtit atau baepsae. Ada yang tau ga siiiiii
MelialaAhmad,Sat Feb 22 01:33:30 +0000 2025,NDASMU #FufufafaAibNasional https://t.co/CmrPsXTfeG
Havebeenpckg,Wed Feb 19 13:51:15 +0000 2025,udah ada berapa peringatan darurat belum setahun
dhimxs,Tue Feb 18 04:21:00 +0000 2025,Celakke matamu wi. Selama ini kami kurang vokal bgmn di tribun? Kanjuruhan Palestina Peringatan Darurat. Merayakan 1 hari tanpa kami kaitkan dengan politik dll emang raoleh? Wes tatoan ngono mbok mending sisan njambret timbangane yapping ra berdasar neng internet. https://t.co/z7ALmNlhRQ
bloodbuzzohayo,Mon Feb 24 16:38:57 +0000 2025,Wonu peringatan darurat
tekarok007,Wed Feb 26 10:08:03 +0000 2025,@Suheriheri03 Hasto di adili malah mahasewa demo peringatan darurat? https://t.co/FDGIMfLQOy
ardisatriawan,Tue Feb 18 03:41:30 +0000 2025,Kasih screenshot admin LPDP yang dihapus waktu Peringatan Darurat. Plis saya gak nyimpen. Ada yang punya?
drafdigital,Fri Feb 21 22:14:16 +0000 2025,Haus! Bagikan 1.500 Minuman Gratis pada Aksi Indonesia Gelap Sempat Dilarang Satpol PP. Keterlibatan Haus! Bagikan minuman gratis di aksi Indonesia Gelap bukan kali pertama. Haus! sempat bagikan 1.000 minuman saat aksi Peringatan Darurat https://t.co/IEa7kSEQSf
mynpaw,Mon Feb 24 09:40:59 +0000 2025,Dari peringatan darurat sampai indonesia gelap nyari apa?
majalahsunday,Tue Feb 18 03:37:54 +0000 2025,Masyarakat kembali menyerukan peringatan darurat termasuk mahasiswa dan calon mahasiswa yang bersuara untuk mendapatkan hak mereka pendidikan. Program efisiensi anggaran pendidikan membuat masyarakat resah dan marah karena KIP-K terancam dipotong hingga 9%. https://t.co/XnKAkJtfD6
arockstarss,Thu Feb 20 22:17:42 +0000 2025,thank you .feast mulai dari peringatan darurat mk kenaikan ppn sampe indonesia gelap
JuxstLumos,Thu Feb 20 02:39:16 +0000 2025,@logos_id Waktu peringatan darurat padahal banyak akun PPI yang ikut upload juga tapi pas sekarang dengan tagline Indonesia Gelap kok mereka nggak ikut? Padahal mahasiswa PPI ini juga bisa kena imbas apalagi kalo pake beasiswa asal APBN.
danukata,Fri Feb 21 16:09:08 +0000 2025,2024 peringatan darurat 2025 Indonesia gelap 2030 Indonesia bubar wow sangat visioner sekali bapak prabowo @kemgelapan
Om_HME,Thu Feb 20 10:36:56 +0000 2025,Hashtag bombastis aksi cuma karnaval. Sdh tahapan hopeless dgn aksi mahasiswa atau pemuda. Kartu kuning raport merah peringatan darurat Indonesia gelap dll lbh merupakan gimik ala pengamat politik. Tdk ada militansi apalagi revolusioner cuma hiburan musiman. https://t.co/Qh51T4SIVV
followmeblinks,Thu Feb 20 19:25:59 +0000 2025,Peringatan darurat Indonesia gelap serem bangettttttt :( Sampai jumpa di #menangbersama
bittersweetbync,Fri Feb 21 09:48:15 +0000 2025,duh gue mah ngakak yang kemarin bilang peringatan darurat cuma main main doang
daffariizqy,Thu Feb 20 12:56:46 +0000 2025,indonesia gelap jelas di tiktok terbukti masih dipenuhi buzzer 02 beberapa menit upload kibarkan peringatan darurat langsung diserbu ratusan cacian hinaan lawan https://t.co/Ti1L9sYwwI
yeahhsyaa,Tue Feb 18 12:27:05 +0000 2025,Persis kek di tempat gw (bukan Malang dan sekitar) ada yang live tiktok pas peringatan darurat kmrn komenannya kek gini kurleb
nytsyq,Thu Feb 20 07:46:05 +0000 2025,Benpro mah dari jaman peringatan darurat juga dia bikin counter Indonesia baik-baik aja. Laporin aja akunnya
slayssificated,Mon Feb 24 11:00:24 +0000 2025,tadi gue ke rsud trs ada led banner gitu yg isinya twisting peringatan darurat dan dibilang hoax???? anjing???? gue sampe speechless sekelas layanan rumah sakit publik gini aja najis banget saking speechless nya gue gk sempet foto itu banner keburu keganti sm ads lain 
radaraktual,Thu Feb 20 19:30:00 +0000 2025,Spanduk Indonesia Gelap hingga Peringatan Darurat Bertebaran di UGM https://t.co/FmlVBR9Mss
RenJUNKYUngsoo_,Tue Feb 18 14:49:44 +0000 2025,Besok2 kalau trejo mau comeback nengok kalender sinarmas dulu gihh. Kemarin beberapa hari sebelum last night ada darurat militer di korea sekarang pas mau comeback mini album di indonesia lagi ada peringatan darurat
aeccendioo,Tue Feb 18 09:25:19 +0000 2025,gak usah ditanggapin tuh akun. pas peringatan darurat agustus kemarin dia tiba2 ngeupload haram demo dan harus menghormati pemimpin negara. akun ternakan pemerintah dibungkus agama.
ABlesseddd13233,Fri Feb 21 16:01:32 +0000 2025,@Dennysiregar7 Gua ngerasa prabowo ini kena apesnya jokowi ga sih.. mulai dari peringatan darurat Efisiensi gas 3kg pagar laut Indonesia gelap kabur aja dulu boikot PDIP dalam 100 hari issue kaya gini wkwkk.. dibantuin cm buat jd tumbal?
ZiaBox,Wed Feb 19 14:16:59 +0000 2025,awak masih ingat pas pertama kali ada peringatan darurat dengan latar belakang biru saya membuat mini comic dengan judul tikus berdasi. haruskah aku revisi ulang mini comic ini? #ArtistBersuara #IndonesiaGelap https://t.co/mGtuwN6zuz
sayangiynqing,Fri Feb 21 15:54:30 +0000 2025,ternyata puella magi madoka anime lesbi anjir why no one told me!!!!!!!!!!!!!!!!! i will watch it earlier!!!!!!!!!!!!!!!!!1
tersesatnya,Fri Feb 21 01:06:44 +0000 2025,Bisa ditebak kan Orgnya itu2 aj Malah yg kmrn dijegal rakyat dgn Peringatan Darurat Garuda Biru biar g bs maju Gubernur tb2 dpt posisi strategis di lembaga baru ini Pdhl kl ilmu jg psti g paham investasi Pokoke Skeluarga dkasih jabatan dulu Malu urusan belakangan! Hebat Pak De!
kenmangantuk,Mon Feb 24 05:40:31 +0000 2025,Sampurasun! Perkenalkan saya Marelda Ananda mahasiswa Universitas Pakuan prodi Ilmu Komunikasi yang tengah menyusun tugas akhir skripsi Dan saya membutuhkan partisipan dengan beberapa kriteria seperti: - Memahami berita Peringatan Darurat yang viral pada Agustus 2024 lalu
pameowla,Wed Feb 19 11:20:34 +0000 2025,ngakak bgt temen gua yg 02 fanatik tiba-tiba ngerepost peringatan darurat ya bagus si kalo udah sadar dan teredukasi tapi telat bego
nathelyaa,Thu Feb 20 17:11:15 +0000 2025,sama kaya keluargaku waktu share peringatan darurat biru rame nyuruh aku hapus
